Puntuación,Dirección,Guionista,Argumento,Nombre de la película,ID de la película,Genero
"3,8","Dirección
Christopher Coppola
Guión
Adrienne Stout
Reparto principal
Fort AtkinsonLynda CarterStephanie Dees",Adrienne Stout,"A dark secret is held by a small desert town. When two men arrive to receive a mysterious inheritance, they discover not only more about their pasts but their present ties to an ancient prophecy. Will they be able to put aside their own differences before the mysterious creature killing residents comes after them too?",The Creature of the Sunny Side Up Trailer Park,tt0328899,Horror
"3,5","Dirección
Dante Tomaselli
Guión
Dante Tomaselli
Reparto principal
Felissa RoseSalvatore Paul PiroDanny Lopes",Dante Tomaselli,Satan's Playground is a chiller with a vacationing family lost in the woods and the Jersey Devil lurking in the Pine Barrens.,Satan's Playground,tt0331334,Horror
"5,7","Dirección
Doris Wishman
Guión
Doris Wishman
Reparto principal
Tiffany ParaltaRob VidalLisa Ferber",Doris Wishman,A shy high school senior (Paralta) finds a magic locket that will allow her to trade one physical feature with anyone she murders.,Each Time I Kill,tt0317401,Horror
"3,7","Dirección
Tony Urban
Guión
Tony Urban
Reparto principal
Nathan FaudreeKristin AbbottPatricia Bellemore",Tony Urban,"The ""Overlook Animal Research Laboratory"" has long been working on genetic engineering without any trouble. That all changes one night when two would be animal liberators set free a test rabbit, not knowing that the bunny's genes have gone haywire. On the loose, the vicious little beast soon attacks a farmer - Hans Kottentail. Hans quickly begins to change. He grows f... Leer todo",Kottentail,tt0361724,Horror
"3,9","Dirección
Ramzi Abed
Guión
Ramzi Abed
Reparto principal
Kristen KerrLizzy StrainTrent Haaga",Ramzi Abed,"""The Devil's Muse"" takes a stark look at one of Hollywood's darkest mysteries, The Black Dalia (Elizabeth Short) Murder.",The Devil's Muse,tt0372005,Horror
"4,0","Dirección
Rusty ApperDavid BooneJosh Card
Guión
Rusty ApperDrew EnglishNicolai Ketelsen
Reparto principal
Claire Ross-BrownKim SønderholmSally Wells Cook",Rusty ApperDrew EnglishNicolai Ketelsen,"Nine tales of human cruelty, nine tales of human depravity, nine tales of true horror",The Horror Vault,tt0369424,Horror
"5,4",Desconocido,Sebastian GutierrezYuet-Jan HuiOxide Chun Pang,Una mujer recibe un trasplante de ojos que le permite ver el mundo sobrenatural.,The Eye,tt0406759,Horror
"2,6","Dirección
Lonnie Schuyler
Guión
Jon HazellLonnie Schuyler
Reparto principal
Tim AndersonJon HazellNick Murray",Jon HazellLonnie Schuyler,A documentary filmmaker and her crew fight the elements and try to cope with their fears as they seek to understand the strange mystery of a flooded island where hundreds have died.,Beneath the Mississippi,tt0429658,Horror
"4,6",Desconocido,Kenneth GustAlex KeirGeorge Scileppi,"When a television psychic begins to get real results, the cast and crew of the show find themselves trapped by vengeful spirits.",Death's Door,tt0439536,Horror
"6,4","Dirección
Louis Paul Tocchet
Guión
John ChuaJames ReachLouis Paul Tocchet
Reparto principal
Andrea BogartJenna LamiaBre Blair",John ChuaJames ReachLouis Paul Tocchet,"When a young pledge dies during initiation, her sister and brother conspire to have their revenge on the reckless college students responsible for her death.",Something's Wrong in Kansas,tt0443648,Horror
"5,0",Desconocido,Jace AndersonAdam GieraschE.L. Katz,A young woman tries to find her injured boyfriend in a bizarre and dangerous hospital.,Autopsy,tt0443435,Horror
"5,9",Desconocido,Frank SpotnitzChris Carter,Mulder y Scully son llamados de nuevo al servicio por el FBI cuando un antiguo sacerdote afirma estar recibiendo visiones psíquicas relacionadas con un agente secuestrado.,The X Files: I Want to Believe,tt0443701,Horror
"4,7","Dirección
Juraj Herz
Guión
Martin NemecJuraj Herz
Reparto principal
Ivan FranekLenka KrobotováMalgorzata Kozuchowska",Martin NemecJuraj Herz,A man leaves his busy city life for the peace of the country home where he spent his early childhood. His new life is soon disturbed by strange events.,T.M.A.,tt0289146,Horror
"4,1","Dirección
Julio Cesar Estrada
Guión
Julio Cesar EstradaGustavo MohenoEnrique Renteria
Reparto principal
Ludwika PaletaPlutarco HazaEvangelina Sosa",Julio Cesar EstradaGustavo MohenoEnrique Renteria,"Julieta is a young child psychologist hired by millionaire Eugenio Ruvalcaba, to work with his only daughter, Sylvia, who has severe emotional problems, while staying in their isolated island mansion. Once there, she finds out there's much more to Sylvia's imaginary friend than what everybody knows... and the results can be horrifying...",El libro de piedra,tt0353665,Horror
"5,4",Desconocido,Michael PetroniWon-mi ByunMin-ho Song,"Jess tiene la desgracia de ver cómo su marido y el hermano de éste caen en coma tras un accidente de coche. Cuando su cuñado despierta, le dice a ella que él es realmente su marido. Ella deberá entender qué es lo que realmente sucede.",Possession,tt0368563,Horror
"7,0","Dirección
Solomon Mortamur
Guión
Solomon Mortamur
Reparto principal
Ken MillerGunnar HansenLinnea Quigley",Solomon Mortamur,,It Came from Trafalgar,tt0425141,Horror
"7,6","Dirección
July Massaccesi
Guión
Fernando BarrientosEdgardo Sosa
Reparto principal
Gastón PaulsEsther GorisIngrid Pelicori",Fernando BarrientosEdgardo Sosa,,Cabeza de pescado,tt0431670,Horror
"6,4",Desconocido,Michael SpierigPeter Spierig,"En 2019, una plaga ha convertido a casi todos en vampiros. Dado el poco suministro de sangre, la raza dominante planea su supervivencia; mientras, un investigador trabaja con un grupo de vampiros encubiertos para salvar a la humanidad.",Daybreakers,tt0433362,Horror
Desconocido,"Dirección
Fredy Polania
Guión
Fredy Polania
Reparto principal
AdiPercy AlexanderMarek Ameriks",Fredy Polania,"Twenty bands unite from around the world for one film. Twenty months of filming, struggles and peace. Twenty visions one director.",Cabras,tt0436154,Horror
"5,3","Dirección
Joel Schumacher
Guión
David Kajganich
Reparto principal
Henry CavillDominic PurcellEmma Booth",David Kajganich,Un hombre y su hermano en una misión de venganza quedan atrapados en un terrible experimento sobrenatural que data del Tercer Reich.,Town Creek,tt0450336,Horror
"7,0","Dirección
Joaquin Perea
Guión
Robert ShawJoaquin Perea
Reparto principal
Danny TrejoB-RealElika Crespo",Robert ShawJoaquin Perea,"When 6 strangers meet at an abandoned resort off the coast in Baja Mexico, they are thrown into a nightmare confontation from which there may be no escape.",The Devil Inside,tt0436230,Horror
"6,5",Desconocido,Patrick Senécal,"A doctor seeks revenge by kidnapping, torturing and killing the man who raped and murdered his young daughter.",Les 7 jours du talion,tt0445054,Horror
"6,5",Desconocido,Scott KosarRay WrightGeorge A. Romero,"Después de un extraño accidente aéreo, un virus se adentra en una localidad agrícola tradicional. Una pareja joven en cuarentena lucha por sobrevivir, no sin algo de ayuda.",The Crazies,tt0455407,Horror
"4,0",Desconocido,James Felix McKenney,"Inspired from the golden age of religious cinema, Satan Hates You is a graphic horror film that tells the stories of a brother and sister and their personal struggles with the ultimate evil: Lucifer himself!",Satan Hates You,tt0462516,Horror
"4,0","Dirección
Josef Rusnak
Guión
Hilde Eynikel
Reparto principal
Jesse BradfordSienna GuilloryScot Williams",Hilde Eynikel,About college students that experience horrifying visions from the past while undergoing a fraternity initiation.,Perfect Life,tt0479204,Horror
"4,1","Dirección
Ryan McKinney
Guión
Regan McKinneyRyan McKinney
Reparto principal
Lou Diamond PhillipsMegan WardEllen Albertini Dow",Regan McKinneyRyan McKinney,"A young married couple who are pregnant with their first child moves into their turn-of-the-century home where they discover that a great evil has resided there for nearly a century, unleashed by a previous occupant.",The Invited,tt0490236,Horror
"3,2","Dirección
John Harwood
Guión
Paul ClincoJohn Harwood
Reparto principal
Crystal DayElizabeth Ann BennettJason Hamer",Paul ClincoJohn Harwood,"An ancient inheritance binds the Naibert sisters to their grandmother's estate until they start disappearing one by one, leaving clues in the manor's mirrors.",The Passing,tt0451154,Horror
"4,4","Dirección
Chad ArchibaldGabriel Carrer
Guión
Chad ArchibaldRy BarrettGabriel Carrer
Reparto principal
Ry BarrettJennifer De LuciaPete Soltesz",Chad ArchibaldRy BarrettGabriel Carrer,"Six strangers awake to find themselves the new tenants of a mysterious old house. Terrorized by insane Tiki-men in masks and taunted by their deranged captors,it soon becomes clear that only one singular action will save them: Kill.",Kill,tt0772179,Horror
"4,1",Desconocido,Marko MäkilaaksoBarr B. Potter,A platoon of American and Finnish soldiers is driven deep into a Russian forest where its Captain discovers a terrifying secret.,War of the Dead,tt0780645,Horror
"5,7",Desconocido,Cory GoodmanMin-Woo Hyung,Un sacerdote desobedece la ley eclesiástica para perseguir a los vampiros que secuestraron a su sobrina.,Priest,tt0822847,Horror
"5,5",Desconocido,Darrin CummingsChristopher DyeJoe Knee,"When DEA agents are called to a beach crime scene, they discover a missing college girl drifting alone in a drug-runners boat. As she recalls her island trip of a lifetime, the investigation begins to unravel a spring break adventure that took a lethal dive into drugs, betrayal, and murder. Attempting to solve the mystery, catch the smugglers, and find the missing tee... Leer todo",Immortal Island,tt0858422,Horror
"6,1",Desconocido,Kevin Smith,"El realizador Kevin Smith se pasa al cine de terror psicológico con un historia que se centra en una secta inspirada en la figura real de Fred Phelps, el líder de un grupo religioso extremista que se hacía llamar la Iglesia Bautista Westboro.",Red State,tt0873886,Horror
"2,6","Dirección
LazRael Lison
Guión
LazRael Lison
Reparto principal
Leslie EasterbrookRichmond ArquetteTom Wright",LazRael Lison,"Several college students are brutally murdered in a small college town and the killer is still on the loose. In an attempt to seek the truth, a journalism student misguidedly finds herself in a storm of intrigue, jealousy, devil worship, and the haunting of misunderstood forces that roam the college town. Will she discover the town's long buried secrets? Or will she f... Leer todo",Rift,tt0875613,Horror
"5,9",Desconocido,Juliet SnowdenStiles WhiteLeslie Gornstein,"Una niña compra una caja antigua, sin saber que dentro vive un espíritu malvado que destruye la vida de quienes la poseen. El padre de la niña y la propia niña deberán encontrar la manera de terminar con esa maldición.",The Possession,tt0431021,Horror
"5,4",Desconocido,Maria Grimm,9 college students on road trip get waylaid and wind up in deep trouble.,Bad Blood,tt0495024,Horror
"4,5",Desconocido,Bradley Rust Gray,Diane's feelings for Jack -- the girl she met over the summer -- begin to manifest themselves in terrifying ways when she learns that her friend will soon be moving away.,Jack & Diane,tt0850677,Horror
"4,9",Desconocido,M.J. BassettLaurent HadidaHiroyuki Owaku,"Tras la desaparición de su padrastro, Sharon se encuentra en una aterradora realidad alterna que acoge las respuestas a las pesadillas que la han acechado desde niña.",Silent Hill: Revelation,tt0938330,Horror
"3,8","Dirección
Paul Sampson
Guión
Paul Sampson
Reparto principal
Paul SampsonDavid CarradineUdo Kier",Paul Sampson,"Medieval knight Lord Gregoire, who has been betrayed by his own advisor and warriors for an abundance of gold and riches, vows that after these traitors revel in ten life-times of excess, he will have his bloody revenge.",Night of the Templar,tt0768222,Horror
"6,3","Dirección
David Jetre
Guión
David Jetre
Reparto principal
Charles BakerDylan BarthCarlos Benitez",David Jetre,In 1862 a Dutch widow travels to the Old West to discover the fate of her husband and learn the horrible secret of the town in which he died.,Shroud,tt0963948,Horror
"2,8","Dirección
Ahmed Zain
Guión
Ibrahim Bin Mohamed
Reparto principal
Khalid Al NuaimiYaser Al-NeyadiAbdullah Alramsi",Ibrahim Bin Mohamed,A guys' getaway to one of their grandmother's farm in the desert goes from fun to frightening when a mystery guest crashes the party.,Grandmother's Farm,tt10033686,Horror
Desconocido,Desconocido,Desconocido,,Fantasia 2,tt10121164,Horror
"5,6","Dirección
David Worth
Guión
David OmanJim Vines
Reparto principal
James Aaron OliverJonathan MangumAlison Raimondi",David OmanJim Vines,The aftermath of the Manson Murders the victims of their heinous vrimes comes to a man that just built a home 150' from where they died! Now the spirits of these victims infest David Oman's home on Cielo Dr.,House at the End of the Drive,tt0464054,Horror
"5,7","Dirección
Wim Wenders
Guión
Nicholas KleinBono
Reparto principal
Jeremy DaviesMilla JovovichMel Gibson",Nicholas KleinBono,Tragicómica y romántica novela de policía ambientada en un hotel en ruinas que acoge a personas con enfermedades mentales demasiado pobres para pagar un seguro médico.,The Million Dollar Hotel,tt0120753,Mystery
"6,4","Dirección
Keith Gordon
Guión
Scott SpencerRobert Dillon
Reparto principal
Billy CrudupBill HauglandNelson Landrieu",Scott SpencerRobert Dillon,"A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.",Waking the Dead,tt0127349,Mystery
"4,7",Desconocido,Brendan Beseth,"Kirsten Dunst plays a young woman (Lidda), who is searching for her father (James Caan). She finds herself at odds with her boyfriend who wants nothing but a carefree lifestyle.",Luckytown,tt0160495,Mystery
"5,5",Desconocido,Ron BassDavid Field,A psychological romantic thriller where fantasy and reality become indistinguishable for a woman leading a double life in her dreams.,Passion of Mind,tt0160644,Mystery
"5,5",Desconocido,Shawn David ThompsonWilliam Quist,"Four friends steal a valuable statuette for a dangerous black market art dealer, lose it, and are forced to play a deadly bluffing game to save their lives.",Four Dogs Playing Poker,tt0160289,Mystery
"6,6",Desconocido,Clark GreggSarah Kernochan,"La esposa de un investigador universitario cree que su casa en el lago de Vermont está embrujada por un fantasma, o que está perdiendo la cabeza.",What Lies Beneath,tt0161081,Mystery
"4,9",Desconocido,Alan RudolphJohn Binder,"An eccentric, unconventional woman whose naive aspirations to rise from her job as a security guard to full-fledged private eye lead her into a tangled PL: mess.",Trixie,tt0162711,Mystery
"6,4",Desconocido,Robert HarrisTom Stoppard,Un joven genio corre frenéticamente contra el tiempo para descifrar un código enemigo y resolver el misterio que rodea a la mujer que ama.,Enigma,tt0157583,Mystery
"6,1",Desconocido,Philip K. DickScott RosenbergCaroline Case,"En el futuro, una raza alienígena utiliza androides como bombas para atacar la Tierra. Un especialista en armamento del Gobierno es acusado de ser uno de esos androides y se propone demostrar su inocencia.",Impostor,tt0160399,Mystery
"5,1","Dirección
Ron Chartier
Guión
Anthony HarrisonRon Chartier
Reparto principal
G. Patrick CurrieHolly FergusonRon Sauvé",Anthony HarrisonRon Chartier,"A psychological drama. It is the story of a young man who, through a series of surreal visions, comes to believe that he is a serial killer targeting pedophiles. The film explores the consequences of someone taking action on such familiar impulses as ""If any one of those creeps ever tried to touch one of my kids, I'd..."" The killer is pursued by the unconventional Ins... Leer todo",Dark Water,tt0163596,Mystery
"7,9",Desconocido,David Lynch,"Tras un accidente en Mulholland Drive, una mujer amnésica y una aspirante a actriz recorrerán Los Ángeles buscando respuestas en un viaje más allá de los sueños y la realidad.",Mulholland Drive,tt0166924,Mystery
"5,4","Dirección
Tripp Reed
Guión
Sean McGinly
Reparto principal
Tommy Redmond HicksJack ConleyBarbara Alyn Woods",Sean McGinly,"Trust, loyalty and betrayal. Don't even trust your best friend! Policeman Stevie Grimes never lost his trust in the police force but has been suspended a few months for accidentally shooting and killing a young boy. Because of lack of evidence in court and with some help from his former partner, Stevie soon finds himself working as a policeman again. When Stevie retur... Leer todo",The Confidence Man,tt0179735,Mystery
"5,8",Desconocido,George Dawes Green,Un hombre que vive en una cueva se propone localizar al asesino de un niño sin hogar y llevarlo ante la justicia.,The Caveman's Valentine,tt0182000,Mystery
"7,7",Desconocido,Desconocido,"A young man is hired to drive a truckful of crates into a remote area and is told that once there he only has to do one thing, wait until daybreak.",Daybreak,tt0128154,Mystery
"7,6",Desconocido,Scott FrankJon CohenPhilip K. Dick,"En un futuro donde una unidad especial de la policía puede arrestar a asesinos antes de que cometan sus delitos, un oficial de esa unidad es acusado de un futuro asesinato.",Minority Report,tt0181689,Mystery
"7,3",Desconocido,Desconocido,"Focusing on the journey a young writer takes in his mind, how he may overcome his insomnia through strange hallucinations, with great friends and daring inspiration.",Dead Man's Dream,tt0184387,Mystery
"5,2",Desconocido,Victoria Strouse,Un sheriff investiga la sobredosis de drogas casi fatal de una estudiante universitaria y descubre muchos detalles sórdidos de su vida antes y durante su descenso a las drogas y el libertinaje.,New Best Friend,tt0191074,Mystery
"5,7",Desconocido,Desconocido,,Last Seen,tt0220607,Mystery
"7,0",Desconocido,Tony Gayton,"Después de un trágico incidente, un hombre se adentra en un mundo poblado por matones y adictos a la velocidad.",The Salton Sea,tt0235737,Mystery
"5,0",Desconocido,Stephen BowlesPeter A. Zorn Jr.,"When a young Japanese woman is found murdered outside a small Florida town in December of 1941, hard-drinking police chief John Haleran sets out to unravel the mystery. A trail of cryptic clues leads him to a nearby U.S. military base, where he learns that what appears to be a simple homicide is actually far more ominous. In fierce pursuit of the truth and unwittingly... Leer todo",Florida City,tt0241453,Mystery
"7,7","Dirección
Juan Pablo Reinoso
Guión
Juan Pablo ReinosoR. Dale Whisman
Reparto principal
Milton BerryGretchen BieberBilly Brakhage",Juan Pablo ReinosoR. Dale Whisman,"A young Korean War veteran returns home to find his parents have died and his wife has left him for another man. With no known family, he leave his California roots for middle America in search of what may be a distant cousin. When he arrives he finds that the cousin has been missing for your years, leaving behind a wife and five daughters living in a small town full ... Leer todo",Down the Road,tt0296604,Mystery
"5,2",Desconocido,Richard Price,Un detective de policía negro debe resolver un extraño caso de un niño secuestrado y hacer frente a una gran protesta racial.,Freedomland,tt0349467,Mystery
"5,4","Dirección
Adrian Rudomin
Guión
Adrian Rudomin
Reparto principal
Christopher LambertBlanca MarsillachBrian Blessed",Adrian Rudomin,"Set in the 16th century, a sheriff working on a series of murders has to choose between his conscience and protecting his family when he's tied to the crimes.",Day of Wrath,tt0353357,Mystery
"7,5",Desconocido,Guillaume CanetHarlan CobenPhilippe Lefebvre,Un descubrimiento accidental cerca de la propiedad de un doctor reabre las dolorosas heridas abiertas hace 8 años con el asesinato de su esposa.,Ne le dis à personne,tt0362225,Mystery
"6,0",Desconocido,Frank PattersonThomas L. CallawayDan Golden,"Two friends work by removing animal bones, one day they find a disturbing finding that will change the way they see themselves and their friendship.",Broke Sky,tt0337899,Mystery
"4,6",Desconocido,Larry CohenJoseph Tura,"Un hombre y una mujer se despiertan y se encuentran atrapados en un sótano. Mientras su secuestrador los vuelve locos, se revela la verdad sobre su horrible secuestro.",Captivity,tt0374563,Mystery
"4,9",Desconocido,Sebastian Gutierrez,"A reporter wakes up in a morgue and finds herself a member of the undead, before vowing revenge against the sect which put her there.",Rise,tt0389328,Mystery
"3,5","Dirección
James P. Lay
Guión
James P. LayKenny SaylorsKyle Saylors
Reparto principal
Jackie KreislerShane ElliottJonathan Breck",James P. LayKenny SaylorsKyle Saylors,"Meghan and Dylan are crossing the Nevada desert in an old car to visit her foster parents, and Meghan sees a little girl alone in the desert. They stop at the ""Little A'Le'Inn"" diner, a weird place decorated with alien motif, to eat a hamburger with milkshake and they have a conversation with the bartender Blake, who tells stories about UFOs. They leave the diner and ... Leer todo",Dreamland,tt0391095,Mystery
"5,9",Desconocido,Gary Scott Thompson,"El día en que se supone que deben ejecutar a un asesino en serie que ayudó a encerrar, un destacado psicólogo forense y profesor universitario recibe una llamada informándole que le quedan 88 minutos de vida.",88 Minutes,tt0411061,Mystery
"7,0",Desconocido,Georges SimenonBéla TarrLászló Krasznahorkai,"Tras presenciar un asesinato durante su turno de noche como guardagujas ferroviario, un hombre encuentra un maletín lleno de dinero. Mientras él y su familia mejoran su nivel de vida, otros empiezan a buscar el maletín desaparecido.",A londoni férfi,tt0415127,Mystery
"6,3",Desconocido,Kent HarperJennifer Lynch,Two FBI agents attempt to clarify the murders occurring in a desolate region. They approach the witnesses of the latest incident with the help of the local police. All of them hide something and all have wildly different stories to tell.,Surveillance,tt0409345,Mystery
"6,1",Desconocido,Carlos Brooks,Un periodista de radio semiparalizado es enviado a investigar una historia que lo lleva a un viaje de autorrealización.,Quid Pro Quo,tt0414426,Mystery
"3,6","Dirección
Dusty DePree
Guión
Dusty DePreeRon Jordan
Reparto principal
Carol DennisRon JordanReggie Lee",Dusty DePreeRon Jordan,"On a Saturday morning, Frances jolts awake from a frightening dream. That afternoon, while on a road trip with four friends, a bizarre chain of events leads her to a secluded house where a little girl lives with a man she refers to only as, ""The Doctor"". Here, Frances uncovers grisly horrors the little girl is subjected to and as Frances fights to save her young soul,... Leer todo",Dimples,tt0447927,Mystery
"5,8",Desconocido,Ronnie Christensen,"Una terapeuta especializada en tratar el duelo, que trabaja con un grupo de supervivientes de un accidente aéreo, se ve inmersa en un misterio cuando sus clientes empiezan a desaparecer uno a uno.",Passengers,tt0449487,Mystery
Desconocido,"Dirección
Arthur J. Mangano
Guión
Arthur J. Mangano
Reparto principal
Tony DevonLori SingletonMark Dermott",Arthur J. Mangano,A New York newspaperman tracks clues to his missing sister in a small unfriendly hillbilly town.,Moonlight Blade,tt0121569,Mystery
"6,1",Desconocido,Arnold BucherIvan EnglerPatrik Steinmann,"Dr. Laura P. takes a job on a cargo spaceship for 4 years plus 4 years back. She'll join her sister on Rhea. 44 months later, in Laura's shift, strange things happen in cargo. The crew is reanimated and the captain dies mysteriously.",Cargo,tt0381940,Mystery
"4,5","Dirección
Robin Christian
Guión
Robin Christian
Reparto principal
Steffany HuckabyAmanda TroopEddie Jones",Robin Christian,"A distraught college student finds a phone that enables her to talk to her deceased mother in the past. Instead of a heart attack, she learns that her mother was murdered. She tries to use the phone to stop the murder from occurring before the killer finds and kills her too.",Disconnect,tt0419692,Mystery
"6,2",Desconocido,Peter BergJames VanderbiltAndy Diggle,"Un equipo de fuerzas especiales de la CIA es traicionado y dado por muerto por sus superiores, motivándoles a organizar una ofensiva contra la agencia.",The Losers,tt0480255,Mystery
"4,7",Desconocido,Wes Craven,Un asesino en serie regresa a su ciudad natal para acechar a siete niños que nacieron en la fecha en la que supuestamente lo enterraron.,My Soul to Take,tt0872230,Mystery
"4,4","Dirección
Andrew Shortell
Guión
Lawrence Robinson
Reparto principal
Cary ElwesSara FosterMichael Biehn",Lawrence Robinson,"Working alone at night in a recently closed hospital, an unstable woman witnesses events that may be connected to a string of murders.",Psych:9,tt0901504,Mystery
"6,9",Desconocido,Eric RothJonathan Safran Foer,"Basada en la elogiada novela del mismo título, cuenta la historia de la odisea de un chico que empieza con una pérdida desgarradora y termina con el poder curativo del auto-descubrimiento. Los trágicos sucesos del 11 de septiembre sirven como telón de fondo a este relato.",Extremely Loud & Incredibly Close,tt0477302,Mystery
"5,6",Desconocido,Brian Patrick O'TooleJohn AglialoroAyn Rand,El ejecutivo Dagny Taggart y el magnate Henry Rearden forman una alianza para luchar contra el gobierno autoritario de los Estados Unidos.,Atlas Shrugged: Part I,tt0480239,Mystery
"5,3",Desconocido,Ryan CombsFabian Carrillo,"The ""Latin Dragon"" does it again this roller coaster ride of martial arts action. Police Detective Bobby Giovanni's wife has been murdered, his children taken into care and he wants revenge.",Double Tap,tt0490847,Mystery
"4,7",Desconocido,Cory EdwardsTodd EdwardsTony Leech,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",Hoodwinked Too! Hood vs. Evil,tt0844993,Mystery
"6,3",Desconocido,Andreas ReisenbauerKawo RelandRichard Mahr,,Katharsis,tt0865911,Mystery
"7,5","Dirección
John W. Kim
Guión
John W. Kim
Reparto principal
Burt BulosEmily Marie GrantLila Green",John W. Kim,"RAYMOND WEIR is a shut in computer genius surviving in the post dot-com era. Disabled as a result of a home invasion that took the life of his late wife, SARAH, Raymond sits in his makeshift apartment above a run down bar, over medicated, mourning her loss and contemplating suicide. His only contact with the world, besides his close friend PAUL are the three computer ... Leer todo",Blur,tt0893310,Mystery
"6,2",Desconocido,Eric HeissererJohn W. Campbell Jr.,Un centro de investigación de la Antártida descubre una nave alienígena que enfrenta a la estudiante graduada Kate Lloyd y al científico Dr. Sander Halvorson.,The Thing,tt0905372,Mystery
"7,1",Desconocido,Joelle ToumaZiad DoueiriYasmina Khadra,Un cirujano Palestino que vive en Tel Aviv descubre un oscuro secreto sobre su esposa después de un atentado suicida.,The Attack,tt0787442,Mystery
"6,0",Desconocido,Shashi BaloojaCaytha Jentis,You're ambitious and want to be a player in the New York City political arena. Be careful what you wish for.,Exposed,tt0907852,Mystery
"4,5",Desconocido,Brannon CoombsPete Dris,"Un millón de dólares solo por entregar un maletín ... Es un trabajo demasiado bueno para ser verdad, especialmente si eres El Mensajero, un portador temerario reconocido por asumir misiones imposibles que nunca se ha fallado una entrega.",The Courier,tt0995845,Mystery
"3,3",Desconocido,Alex Michaelides,The daughter of once famous actress is faced with her mother's dark past.,The Devil You Know,tt0463960,Mystery
Desconocido,"Dirección
Cosmotropia de Xam
Reparto principal
AuraCosmotropia de Xam",AuraCosmotropia de Xam,,Hollywood Necronomicon,tt10039528,Mystery
"6,1",Desconocido,Marilyn FuSteven Millhauser,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.",The Sisterhood of Night,tt1015471,Mystery
"6,4",Desconocido,Richard PriceTom Rob Smith,Un miembro caído en desgracia de la policía militar rusa investiga una serie de asesinatos de niños durante la época de Stalin en la Unión Soviética.,Child 44,tt1014763,Mystery
"5,6",Desconocido,Tom JonesHarvey Schmidt,A mysterious fair that comes to a small community in the countryside could make real the illusions of two teenagers.,The Fantasticks,tt0113026,Romance
"5,4","Dirección
Bruno Nuytten
Guión
Bruno Nuytten
Reparto principal
Gérard LanvinCharlotte GainsbourgEric Ruf",Bruno Nuytten,"Faustine,now an adult ,wants to know all about her father's death;she learns he was once in love with a fifteen-year-old girl ,Alice .",Passionnément,tt0119866,Romance
"6,9",Desconocido,Bonnie HuntDon LakeAndrew Stern,A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.,Return to Me,tt0122459,Romance
Desconocido,Desconocido,Desconocido,Desconocido,Deep Blue,tt0124359,Romance
"4,5",Desconocido,Michael LaughlinBuck Henry,Two loving middle aged couples get caught in a series of marital misadventures over reasons of fidelity.,Town & Country,tt0141907,Romance
"7,0","Dirección
Yuri Biersach
Guión
Yuri Biersach
Reparto principal
Susannah ToddKent BurnhamEdgar Garcia",Yuri Biersach,An aspiring magazine writer gets the assignment of a lifetime.,Long Lost Love,tt0160480,Romance
Desconocido,Desconocido,Desconocido,,Tangoed Lives,tt0139479,Romance
"4,4","Dirección
Cherry Norris
Guión
Cherry Norris
Reparto principal
Lauren SinclairPaul SatterfieldEric Gustavson",Cherry Norris,"In order to build her relationship skills, a woman is assigned to duty date three men.",Duty Dating,tt0160239,Romance
"6,1",Desconocido,John WalshCynthia Kaplan,"A lonely plumber poses as a director to meet women, and the writer whose script he's stolen builds on his ruse to get her movie made.",Pipe Dream,tt0164810,Romance
"6,0","Dirección
Richard Greenberg
Guión
Richard GreenbergWally Nichols
Reparto principal
Brent RoamShawn WoodsChristopher Bersh",Richard GreenbergWally Nichols,"Un asesino estadounidense, que trabaja para cárteles en América Latina, está de regreso en Estados Unidos. Consigue una mujer antes de cada trabajo y la mata después. El FBI está sobre él, pero tiene curiosidad por su próximo gran trabajo.",Desert Saints,tt0167116,Romance
"6,6",Desconocido,Brad Silberling,"Mientras lidia con la muerte de su prometida, un joven se hace amigo de los padres de ella y debe averiguar qué quiere de la vida.",Moonlight Mile,tt0179098,Romance
Desconocido,"Dirección
Grant Olson
Guión
Grant Olson
Reparto principal
Greta BanningSteve CuthbertAndrew Goodwin",Grant Olson,"Trevor Harrington is so brilliant, he has been identified as a new human species. Fortunately, he still has the twenty-three chromosomes necessary to breed with humans. In order to propagate this species, the Goodman Institute recruits a young girl, Ruby Crawford, to be his breeding partner. Just as Ruby falls for Trevor and they begin married life together, the media... Leer todo",Crossing the Rubicon,tt0181430,Romance
"5,9","Dirección
Raphael Fejtö
Guión
Raphael Fejtö
Reparto principal
Romain DurisClément SibonyMathilde Bertrandy",Raphael Fejtö,,Osmose,tt0195119,Romance
"7,4","Dirección
Niels Nielsen
Guión
Niels NielsenTess Nielsen
Reparto principal
Monica SnowJonathan AubeJennifer Gareis",Niels NielsenTess Nielsen,"Smart, young forest ranger marries handsome, flaky, artist dude, way too quickly. Their happy-giddy start degrades through a surreal roller-coaster ride whipped to a frenzy with neurotic kids, a high-strung ex-wife and a malicious alcoholic dad.",Venus on the Halfshell,tt0214275,Romance
