Puntuación,Dirección,Guionista,Argumento,Nombre de la película,ID de la película,Genero
6.3,DirectorAndrzej CzarneckiWriterMikhail ShelekhovStarsMikhail EfremovRim AyupovRomualdas Ramanauskas,Mikhail Shelekhov,,Istota,tt0102362,Drama
3.4,DirectorsDavid DouglasTim DouglasWritersDavid DouglasChristopher SalazarStarsDean CainThomas Ian GriffithJustin Whalin,David DouglasChristopher Salazar,Earth is in a state of constant war and two colonies of humans have been sent to a far away world. The colonists create a new civilization but have inherited the worst traits of their forebears and war breaks out again.,For the Cause,tt0113092,Drama
7.0,Desconocido,Desconocido,"Florentino is a young horseman and singer, a free spirit living in the open world without restrictions, in the Venezuelan plains. He confronts the devil in a duel of improvised verses. As time passes, these unspoilt plains start to change. Through Florentino's voice and actions, the plains cannot be conquered. Its culture defies the devil in the eternal fight between ... Read all",Florentino y el diablo,tt0113086,Drama
3.7,DirectorRakesh RoshanWritersSachin BhowmickRavi KapoorSagar SarhadiStarsJuhi ChawlaAnil KapoorRishi Kapoor,Sachin BhowmickRavi KapoorSagar Sarhadi,"Wealthy Rajiv Sinha and middle-classed Amar Saxena are two childhood friends, with similar likes, and tastes. Their similar habits lead them to being in love with the same woman - Seema, who loves Amar, and is willing to marry him no matter what. Rajiv attempts to offer money to Sapna's guardian so that he can marry her, in vain though. When Rajiv attempts to convince... Read all",Karobaar: The Business of Love,tt0116748,Drama
6.3,DirectorMazhar KhanStarsJackie ShroffNana PatekarKumar Gaurav,Jackie ShroffNana PatekarKumar Gaurav,"After falling prey to underworld, four friends jeopardize their personal lives with point of no return.",Gang,tt0116391,Drama
7.7,DirectorSamer Al-AsadiStarsMarc CasabaniDastan KhaliliJocelyne Lopez,Marc CasabaniDastan KhaliliJocelyne Lopez,,Consequence,tt0115937,Drama
8.1,Desconocido,Kar-Wai Wong,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Fa yeung nin wah,tt0118694,Drama
6.9,DirectorTeguh KaryaWriterTeguh KaryaStarsSlamet RahardjoRachmat HidayatSardono W. Kusumo,Teguh Karya,"A group of Javanese villagers are driven to revolt against the Dutch colonialists in this historical drama, which revolves around the themes of loyalty and treachery.",November 1828,tt0079644,Drama
3.7,DirectorDeepak SareenWritersHoney IraniJaved SiddiquiStarsGovindaAishwarya Rai BachchanJackie Shroff,Honey IraniJaved Siddiqui,"Tony (Govinda), a tour guide, falls in love with one of his clients, Sonia (Aishwarya Rai), and tries to woo her. However, Sonia does not reciprocate his feelings since she is in love with another man.",Albela,tt0118578,Drama
5.5,DirectorRD RobbWritersBethany Ashton WolfTawd BeckmanRD RobbStarsScott BloomKevin ConnollyTobey Maguire,Bethany Ashton WolfTawd BeckmanRD Robb,A group of Los Angeles teenagers meet every week at their local diner to discuss their latest misadventures in their miserable lives.,Don's Plum,tt0119004,Drama
2.4,Desconocido,Cheryl L. WestKate Lanier,"A young singer dates a disc jockey who helps her get into the music business, but their relationship become complicated as she ascends to super stardom.",Glitter,tt0118589,Drama
6.6,DirectorLuís Filipe RochaWritersLuís Filipe RochaLuís Filipe CostaStarsMaria João LuísVirgílio CasteloFilipe Ferrer,Luís Filipe RochaLuís Filipe Costa,"Luisa, a Portuguese Supreme Court Judge, is given the Camarate File, the investigation of the accident that led to the death of Portuguese Prime-Minister and his accompanists on December the 4th, 1980. She must decide whether the case goes to trial or is to be archived...",Camarate,tt0120624,Drama
Desconocido,Desconocido,Desconocido,,"Berlin Diaries, 1940-45",tt0120605,Drama
4.7,Desconocido,Robin CodyPatrick O'Connor,"High school seniors Wade and Lorna have spent all their lives in the small logging town of Calamus Grove, a conservative place where change comes slowly. Jesse Howl, a teenager of Native American ancestry.",Ricochet River,tt0120807,Drama
8.9,Desconocido,J.R.R. TolkienFran WalshPhilippa Boyens,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,The Lord of the Rings: The Fellowship of the Ring,tt0120737,Drama
5.5,Desconocido,Fyodor DostoevskyMenahem Golan,A modern day adaptation of Dostoyevsky's classic novel about a young student who is forever haunted by the murder he has committed.,Crime and Punishment,tt0096056,Drama
6.8,Desconocido,Nicholas Shakespeare,A police detective in a South American country is dedicated to hunting down a revolutionary guerilla leader.,The Dancer Upstairs,tt0118926,Drama
6.5,DirectorJeffrey DelmanWritersJeffrey DelmanD.H. MorganCynthia CohenStarsBarbara LindsayMichael DempseyZachary Levin,Jeffrey DelmanD.H. MorganCynthia Cohen,The seamy side of Los Angeles is revealed through the lens of a stolen video camera as it passes through a succession of owners.,Random Shooting in L.A.,tt0119980,Drama
7.3,Desconocido,Hayden HerreraClancy SigalDiane Lake,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",Frida,tt0120679,Drama
5.1,DirectorShaji KailasWriterB. UnnikrishnanStarsBiju MenonSaikumarKousalya,B. Unnikrishnan,"Bhadran, an efficient police officer, fights against all the injustice in the society. He faces many challenges when he encounters Devarajan, a smuggler.",Shivam,tt0130255,Drama
5.9,DirectorGiorgio SerafiniWriterGiorgio SerafiniStarsRoy ScheiderRobert FarriorLuca Zingaretti,Giorgio Serafini,"During the final days of World War II, an Italian prisoner of war in Texas is left in the hands of the camp's commander, the only soldier remaining to guard the only prisoner until the arrival of a patrol force that may never come.",The Good War,tt0149253,Drama
6.7,DirectorBrad MaysWritersEuripidesBrad MaysStarsJonathan KleinRich WernerWilliam Dennis Hunt,EuripidesBrad Mays,"Dionysus returns to Thebes, land of his birth as well as his mortal mother Semele's horrible and shameful death. Angered over his homeland's refusal to acknowledge his divine nature, the son of Zeus intends to establish the worship.",The Bacchae,tt0154187,Drama
5.1,DirectorJoaquim SapinhoWriterJoaquim SapinhoStarsAmélia CorôaLudovic VideiraMaria Silva,Joaquim Sapinho,A young woman and her son runaway from their hometown to escape civil war. Nothing is left from the world they knew and the only thing they have is each other.,A Mulher Polícia,tt0119727,Drama
6.9,Desconocido,Junior BurkeScott Fivelson,The story of an overnight success - twenty years in the making...,American Reel,tt0140806,Drama
5.3,Desconocido,Lisa NiemiKevin Bernhardt,"In the wake of tragedy, a renowned NY dance company is on the brink of collapse. After leaving the dance world for good, Travis, Chrissa and Max have one last chance to re-connect with the passion and prove that miracles really can happen.",One Last Dance,tt0157191,Drama
7.2,Desconocido,Charles FrazierAnthony Minghella,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Cold Mountain,tt0159365,Drama
9.0,Desconocido,J.R.R. TolkienFran WalshPhilippa Boyens,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,The Lord of the Rings: The Return of the King,tt0167260,Drama
6.5,DirectorEvan AaronsonWritersEvan AaronsonMichael R. MorrisStarsM. Emmet WalshMariette HartleyVincent Schiavelli,Evan AaronsonMichael R. Morris,"A drama about how to let go of our emotional ""baggage"" and start living in the moment.",Baggage,tt0169579,Drama
5.6,Desconocido,Elizabeth HunterSaladin K. Patterson,A New York advertising executive travels to a small Southern town to collect an inheritance but finds he must create a gospel choir and lead it to success before he can collect.,The Fighting Temptations,tt0191133,Drama
5.5,DirectorElia ZoisWritersChrist ZoisElia ZoisStarsSteve ParlavecchioArthur J. NascarellaStacie Mistysyn,Christ ZoisElia Zois,"Jack, a 25 year old Jersey guy is scared... of moving out of his parents house...of marrying his girlfriend of seven years... of spending his life working in the nursing home... of eighty year old Helen with whom he engages in a daily battle not to pull the fire alarm. On a rare trip into the ""foreign"" territory of New York City, Jack and his pal Merle talk their way ... Read all",Jersey Guy,tt0191211,Drama
6.6,Desconocido,Desconocido,,En tres y dos,tt0092960,Drama
5.7,Desconocido,Dennis Brooks,"""Unapologetically brash in dialogue and texture GOODNIGHT JOSEPH PARKER is the classic love story brought to a no-pleasantries bar room. Girl loves man who loves woman, woman isn't worth his time. Into that mix throw in a hopeless drunk with a good heart and weak stomach, a bartender who's more desperate than his customers and Steven Tyler as a shameless bad boy looki... Read all","Goodnight, Joseph Parker",tt0146803,Drama
7.4,DirectorMijke de JongWriterHelena van der MeulenStarsElske RotteveelKees ScholtenElsie de Brauw,Helena van der Meulen,"Merel, a talented young girl, is suddenly getting bullied at school.",Bluebird,tt0159290,Drama
6.9,Desconocido,Desconocido,,El Maya,tt0168064,Drama
6.8,DirectorAntonietta De LilloWritersEnzo StrianoGiuseppe RoccaAntonietta De LilloStarsMaria de MedeirosImma VillaRosario Sparno,Enzo StrianoGiuseppe RoccaAntonietta De Lillo,"Set in the 1790s, this historical drama follows the travails of an idealistic noblewoman who helps lead a daring revolution in Italy.",Il resto di niente,tt0170508,Drama
7.7,Desconocido,Desconocido,,Greener,tt0186785,Drama
6.5,DirectorJayme MonjardimWritersRita BuzzarFernando MoraisStarsCamila MorgadoCaco CioclerLuís Melo,Rita BuzzarFernando Morais,"Based upon the true story of Olga Benário, the German-born wife of Brazilian communist leader Luís Carlos Prestes. During the dictatorship of Getúlio Vargas (1930-1945) she was arrested and sent to Nazi Germany, where she was put to death in a concentration camp. After World War II began, Vargas decided to support the Allies.",Olga,tt0196811,Drama
5.3,DirectorFabien PruvotWriterJennifer FarrellStarsJeffrey WrightRobert MianoPierre Cosso,Jennifer Farrell,"In the spirit of Dante's Inferno, this modern-day triptych unfolds three complex tales of lies, secrets, and sins, all intricately woven together to explore the hidden shadows of man's soul.",Sin's Kitchen,tt0203912,Drama
7.1,DirectorsIris KleinJim KleinWritersIris KleinJim KleinStarsGail O'GradyStephanie RomanovErika Alexander,Iris KleinJim Klein,"Laurel, Jane and Candy. We meet them as children, we know them as prostitutes and we come to understand them as women. The town is Chicago and the girls are from all walks of life. This is love at a price.",Tricks,tt0211070,Drama
6.7,DirectorHalfdan HusseyWritersHalfdan HusseyTom McEneryStarsIan HartClaudia WellsLina Broydo,Halfdan HusseyTom McEnery,"A game of truth or dare ignites latent love. Still Waters Burn features Ian Hart, Claudia Wells, and the last film performance of Darren McGavin (A Christmas Story, The Night Stalker).",Still Waters Burn,tt0117743,Drama
5.8,DirectorChris LaMontWritersCraig BelangerChris LaMontJay HolbenStarsCorin NemecBruce WeitzNancy Allen,Craig BelangerChris LaMontJay Holben,"In an apocalyptic future, a serial killer holds his family and another family hostage in an attempt to change his life.",Quality Time,tt0119970,Drama
5.5,DirectorHelma Sanders-BrahmsWritersHelma Sanders-BrahmsNicole-Lise BernheimColo TavernierStarsMartina GedeckPascal GreggoryMalik Zidi,Helma Sanders-BrahmsNicole-Lise BernheimColo Tavernier,A look at the lives of 19th-century composers Clara and Robert Schumann.,Geliebte Clara,tt0177636,Drama
7.2,Desconocido,Dick ClementIan La Frenais,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,The Bank Job,tt0200465,Drama
7.2,DirectorHannes StöhrWriterHannes StöhrStarsPaul KalkbrennerRita LengyelCorinna Harfouch,Hannes Stöhr,A man tours clubs around the globe with his manager and girlfriend. On the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.,Berlin Calling,tt0211946,Drama
7.3,Desconocido,J.F. Lawton,"Jackson is about two homeless men in Los Angeles, California, Donald and Sam. At the start of the day, Donald is given a twenty dollar bill (also known as a ""Jackson""). The film follows the two and shows their adventures throughout the day with this money, and features songs from various operas.",Jackson,tt0313088,Drama
4.8,DirectorsStephen MaloneySteven Earl-EdwardsWritersSteven Earl-EdwardsThomas Cadwaleder JonesStarsTerrence MannSteven Earl-EdwardsRyan McWhorter,Steven Earl-EdwardsThomas Cadwaleder Jones,"An American soldier, listed as Missing in Action in Vietnam since 1972, returns home after twenty years, to find quite the dysfunctional family.",A Circle on the Cross,tt0317249,Drama
3.6,Desconocido,Amy Waddell,"After her lover commits suicide, Julianne runs away from the city and moves in the ghost town of Jerome. She purchases an abandoned brothel and sets to work turning it into a hotel; but then she comes to know the ghosts of the brothel",Brothel,tt0319115,Drama
5.2,DirectorViktor Oszkar NagyWriterViktor Oszkar NagyStarsTamás RavaszJános DerzsiAndrea Nagy,Viktor Oszkar Nagy,,Apaföld,tt0143558,Drama
5.9,DirectorBarnabás TóthWritersBarnabás TóthFrank RizzoDániel HamvasStarsBarnabás TóthZoltán BezerédiLevente Molnár,Barnabás TóthFrank RizzoDániel Hamvas,"To escape the oppressive hyperactivity of his gynecologist father, Dani, 19-year-old student at the Medical University of Budapest, travels to France to his musician uncle. A vision of adolescence and father-son-women relationship filled with humour and human touches. This movie is spoken in Hungarian and French and subtitled in English.",Rózsaszín sajt,tt0153140,Drama
4.2,DirectorLawrence D'SouzaWriterTalat RekhiStarsSaif Ali KhanAtul AgnihotriPooja Bhatt,Talat Rekhi,A love triangle forms after a male finds his best friend has married his sweetheart.,Sanam Teri Kasam,tt0205380,Drama
7.6,DirectorTerence H. WinklessWritersRaly RadouloffTerence H. WinklessStarsKen WardDarlene ConteJeff Stearns,Raly RadouloffTerence H. Winkless,Jack and Jill rob a bank and end up on the road with their contact and a sexy vixen on the run from the law.,Twice as Dead,tt0254832,Drama
7.7,Desconocido,Ryan Fox,"""Railed"" blurs the line between reality and fiction, taking place on a cross-country train trip from Los Angeles to New York. Passengers, unaware, become the stars and plot of the film.",Railed,tt0311698,Drama
7.8,Desconocido,Henry SelickNeil Gaiman,"Wandering her rambling old house in her boring new town, an 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",Coraline,tt0327597,Drama
7.8,DirectorAparna MalladiWriterAparna MalladiStarsSmriti MishraNamrata Singh GujralAmit Garg,Aparna Malladi,Moksha sees a painting of her in an art gallery and goes on a surreal journey looking for the artist who created her.,Mitsein,tt0344074,Drama
6.7,Desconocido,Michael Andrews,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",Blood and Bone,tt0346631,Drama
8.4,Desconocido,Quentin Tarantino,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Inglourious Basterds,tt0361748,Drama
5.6,Desconocido,Richard KellyRichard Matheson,"With the press of a button, a wooden box bestows riches and death.",The Box,tt0362478,Drama
6.7,DirectorÁgnes KocsisWritersÁgnes KocsisAndrea RobertiStarsÉva GáborIstván ZnamenákÁkos Horváth,Ágnes KocsisAndrea Roberti,"A lonely obese nurse, working at a hospital terminal ward, is reminded of her childhood friend Adrienn Pal and wants to track her down.",Pál Adrienn,tt0146592,Drama
4.6,DirectorMiklós JancsóWriterMiklós JancsóStarsKornél MundruczóDaniel OlbrychskiZoltán Mucsi,Miklós Jancsó,,Oda az igazság,tt0154039,Drama
6.9,DirectorBence MiklauzicWritersBalázs MaruszkiBence MiklauzicGábor NémethStarsZoltán RátótiYu DebinEszter Bánfalvi,Balázs MaruszkiBence MiklauzicGábor Németh,"Mate, a lonely, divorced real estate agent is put in charge by his boss to sell a suburban storage building. The storage is rented by the Chinese, who keep their semi-legal goods here before selling them on the market. The stock comprising of several thousands of boxes is guarded by a Chinese man, Wu, who also lives in the storage. During this forced association a str... Read all",A zöld sárkány gyermekei,tt0162942,Drama
8.9,DirectorR.J. AdamsWritersDiane C. AdamsR.J. AdamsPaul KirbyStarsR.J. AdamsRob Adams,Diane C. AdamsR.J. AdamsPaul Kirby,"The Final Journey follows the rail lines of the Nazi Controled Deutsche Reichsbahn system that delivered millions of people from every corner of Europe to the door-step of the infamous Concentration Camps. By integrating a special collection of rare photographs and crystal clear archival film, the viewer is taken on a then and now journey to each of the former Nazi ca... Read all",The Final Journey,tt0230212,Drama
5.5,Desconocido,Allen Wolf,A sleepwalking sexaholic masseur wakes up covered in blood next to a bloody knife with cops ringing his doorbell.,In My Sleep,tt0326965,Drama
7.8,DirectorFrankie J. MoscaWritersFrankie J. MoscaSal DeLuciaAnde CiraStarsDaniel BallAnde CiraMichael Callahan,Frankie J. MoscaSal DeLuciaAnde Cira,"Awakening from a near fatal overdose, Chris embraces a second chance at life. Required to enroll into a 12-Step Program, and mandated to state psychiatrist appointments, Chris is forced to revisit his chaotic past; a history that revolves around his friend Ande and her autistic brother Frankie. Follow Chris as his past and present converge revealing a deranged cocktai... Read all",This Wretched Life,tt0331312,Drama
7.2,DirectorDouglas A. RaineWritersJimmy LiftonPaulette Victor LiftonVirginia PerfiliStarsJennifer JelsemaSam Logan KhaleghiMark Boyd,Jimmy LiftonPaulette Victor LiftonVirginia Perfili,,Blind Sided,tt0337882,Drama
8.0,DirectorMarcell JankovicsWritersMarcell JankovicsImre MadáchStarsGyula BalázsiPéter BenköÁgnes Bertalan,Marcell JankovicsImre Madách,"Adam's and Eve's epic journey throughout history trying to find the meaning of human life. Do we grow in wisdom as centuries pass, or just drift towards an inevitable doom?",Az ember tragédiája,tt0176694,Drama
4.6,DirectorThaelman UrgellesWritersEdilio PeñaThaelman UrgellesStarsCarlota SosaDaniela BascopéÓscar Borda,Edilio PeñaThaelman Urgelles,The obsession of The Mother for The Negro causes her sick relationship with The Daughter. Mother and daughter perform a daily routine of rites to conjure The Negro's soul. It pushes them into the dolorous tragedy which will consume them.,Los pájaros se van con la muerte,tt0247643,Drama
Desconocido,DirectorPaul SandersonWritersBriggs SandersonPaul SandersonStarsPaul SandersonSterling WalbrookRobert Bennett,Briggs SandersonPaul Sanderson,"In 1650 an adventurer returns to his castle to take down his deceased wife's portrait, but his long first night back is filled with revelations about her death. At dawn a swordfight with his prospective brother-in-law finally forces him into coming to terms with his loss.",Lives No Longer Ours,tt0311448,Drama
3.8,Desconocido,Robin Hardy,"Charmed by the residents of Tressock, Scotland, two young missionaries accept the invitation to participate in a local festival, fully unaware of the consequences of their decision.",The Wicker Tree,tt0323808,Drama
6.5,DirectorAlexander KlymkoWritersCharles MessinaLynwood Shiva SawyerFrank HickeyStarsVincent PastoreBen CurtisLora Kojovic,Charles MessinaLynwood Shiva SawyerFrank Hickey,"Jonathan, an electronics expert and spy, is hired to track a beautiful woman with a harrowing past. Little does he know that this will be an assignment like no other. As he carries on with his surveillance, he cannot ignore that his feelings are growing for this woman, his ""target"". He is getting too involved. It's getting too real. He finally crosses a professional l... Read all",Spy,tt0372538,Drama
6.1,Desconocido,Bruce RobinsonHunter S. Thompson,American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,The Rum Diary,tt0376136,Drama
9.1,DirectorKasper SyhlerWriterKasper SyhlerStarsKim SønderholmAndrea Vagn JensenOle Thestrup,Kasper Syhler,"A man blames himself for the death of his girlfriend, which makes him go into emotional isolation. He lives in his own little mental bubble, from which he can't see out of. A woman then comes as sent from above, and he can see her through the wall of the bubble. But the bubble has to burst, for him to reach her... to reach her world... to find himself.",Bubbles,tt0406282,Drama
6.0,Desconocido,Jack KerouacJose Rivera,"Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.",On the Road,tt0337692,Drama
5.9,DirectorJulio BoveWritersJulio BoveFabiana MediciStarsFederico LuppiAna FernándezMatías Desiderio,Julio BoveFabiana Medici,A government's decree to freeze all bank accounts leaves a retired man with no alternative but to devise a sly way to get his money to survive.,Acorralados,tt0426566,Drama
4.8,DirectorJorge OlguínWritersCarolina GarcíaJorge OlguínStarsGiselle ItiéEduardo PaxecoCatalina Saavedra,Carolina GarcíaJorge Olguín,"A young woman who suffers a strange disease must travel to a mysterious island in South America, where the myths and the reality do not have differences.",Caleuche: El llamado del Mar,tt0433533,Drama
6.8,Desconocido,Desconocido,,L'apocalisse delle scimmie,tt0433787,Drama
7.3,Desconocido,Tony KushnerDoris Kearns Goodwin,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.",Lincoln,tt0443272,Drama
7.9,Desconocido,Yann MartelDavid Magee,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Life of Pi,tt0454876,Drama
6.4,Desconocido,Paul WeitzNick Flynn,"Working in a Boston homeless shelter, Nick Flynn re-encounters his father, a con man and self-proclaimed poet. Sensing trouble in his own life, Nick wrestles with the notion of reaching out yet again to his dad.",Being Flynn,tt0455323,Drama
6.0,DirectorAlex Monty CanawatiWritersAlex Monty CanawatiBruce PitzerStanley SheffStarsJennifer TillyMaria Conchita AlonsoTippi Hedren,Alex Monty CanawatiBruce PitzerStanley Sheff,The scandals and decadent lives of the 1920's greatest movie stars.,Return to Babylon,tt0255820,Drama
7.3,Desconocido,Steve ConradJames Thurber,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.",The Secret Life of Walter Mitty,tt0359950,Drama
6.1,Desconocido,Émile ZolaNeal BellCharlie Stratton,Thérèse grows up with her aunt and cousin. Around 1860 the aunt decides they move to Paris and that her son and Thérèse get married. The joy- and loveless life changes when her husband brings a friend home. The affair turns ugly for all.,In Secret,tt0409379,Drama
7.5,Desconocido,Brian Helgeland,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",42,tt0453562,Drama
5.9,Desconocido,Michael Adante,"A young by-the-book detective gets partnered with a seasoned, renegade undercover cop to solve a brutal gangland murder.",Without Warrant,tt0479700,Drama
6.3,Desconocido,Fernley PhillipsMike Walden,A teenage boy's descent into the dangerous world of the Internet and the harrowing consequences of his actions. A true story.,uwantme2killhim?,tt0485061,Drama
5.6,Desconocido,Aram RappaportMax Barry,"A slacker hatches a million-dollar idea. But, in order to see it through, he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel.",Syrup,tt0762138,Drama
3.7,Desconocido,Deirdre LorenzMatthew D. Panepinto,"Felix and Alexandra's tender marriage unravels after a devastating betrayal. The story travels on an international journey of discovery from New York City to Santorini, Greece while addressing this very question.",Santorini Blue,tt0780625,Drama
7.9,Desconocido,Craig BortenMelisa Wallack,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Dallas Buyers Club,tt0790636,Drama
6.4,DirectorVincent ReganWritersVincent ReganWilliam ShakespeareStarsCharles DanceSean BeanRupert Grint,Vincent ReganWilliam Shakespeare,,Instruments of Darkness,tt0338258,Drama
6.5,Desconocido,Lawrence BlockScott Frank,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,A Walk Among the Tombstones,tt0365907,Drama
6.2,DirectorJane SpencerWritersJane SpencerLucy ShuttleworthStarsMichael MadsenJean-Hugues AngladeMegan Maczko,Jane SpencerLucy Shuttleworth,"THE NINTH CLOUD is a dark, existential comedy about a young woman trying to find answers to the meaning of existence ... who runs into a whole pack of strange characters in London, from bohemian struggling artistes, to monied British aristocrats, with all their varying agendas as she tries to help an impoverished immigrant child with a leg problem.",The Ninth Cloud,tt0424859,Drama
6.4,Desconocido,Michael MitnickRobert B. WeideLois Lowry,"In a seemingly perfect community without war, pain, suffering, differences or choices, a young boy is chosen to learn from an elderly man, the true pain and pleasure of the ""real"" world.",The Giver,tt0435651,Drama
6.8,Desconocido,Ron BassJen SmolkaChris Shafer,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,Before We Go,tt0443465,Drama
6.3,Desconocido,Nick HornbyJack Thorne,"Four people meet on New Year's Eve, and form a surrogate family to help one another with the difficulties of their lives.",A Long Way Down,tt0458413,Drama
7.7,Desconocido,Alex Garland,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Ex Machina,tt0470752,Drama
5.3,DirectorLalji B. YadavWriterK.K. GuptaStarsDilip TadeshwarRakhi SawantDonny Kapoor,K.K. Gupta,,Dil Ka Sauda,tt0485535,Drama
7.0,Desconocido,Desconocido,"Revealing the entrepreneurial ingenuity, paranoia and bloodshed behind the cocaine trade, in the true story of smuggler, Zachary Swan, who ran rings around police and customs officials in the early 70s.",Snowblind,tt0297400,Drama
6.0,DirectorGuilherme FontesWritersJoão Emanuel CarneiroGuilherme FontesMatthew RobbinsStarsMarco RiccaAndrea BeltrãoPaulo Betti,João Emanuel CarneiroGuilherme FontesMatthew Robbins,"The story of Assis Chateaubriand, the first magnate of communication in Brazil. Due to his influence during the late 1930s up to the early 1960s, he has come to be called The Brazilian Citizen Kane.",Chatô: O Rei do Brasil,tt0337926,Drama
6.7,DirectorLuis AllerWritersLuis AllerMaría José GarciaMaría José GarcíaStarsMireia AixalàMartin AslanHéctor Atienza,Luis AllerMaría José GarciaMaría José García,"Passers-by is a constructivist, multiple, fragmented and cosmic film... a cinematographic Big Bang resulting from a thorough conception and edition work by Director Luis Aller. Passers-by exposes us to ephemeralness inside hundreds of human beings' lives in their particular evolutions, and allows us to watch them as though we open a wide window over the city of Barcel... Read all",Transeúntes,tt0346045,Drama
6.8,Desconocido,Tim TalbottPhilip Zimbardo,"In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.",The Stanford Prison Experiment,tt0420293,Drama
5.5,Desconocido,Amy JumpJ.G. Ballard,Life for the residents of a tower block begins to run out of control.,High-Rise,tt0462335,Drama
7.2,Desconocido,Robert KanigelMatt Brown,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",The Man Who Knew Infinity,tt0787524,Drama
6.4,Desconocido,Steven BaigelmanDon CheadleStephen J. Rivele,An exploration of the life and music of Miles Davis.,Miles Ahead,tt0790770,Drama
7.1,Desconocido,Lucinda CoxonDavid Ebershoff,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,The Danish Girl,tt0810819,Drama
5.1,DirectorAdrian FulleWritersAdrian FulleDavid J. MillerDaniel BingleyStarsMichael MuhneyMary Kay CookJon Collins,Adrian FulleDavid J. MillerDaniel Bingley,"A group of raucous college buds living the Dorm life, decide to have a blowout while most of their friends are away for the Thanksgiving holiday. With LOVE 101 being the toughest course this semester, will they pass the final exam?",Love 101,tt0119495,Comedy
5.8,DirectorsDavid ElliotMark HuppinWritersDavid ElliotMark HuppinStarsPaul ProvenzaStephen DunhamJohn Gloria,David ElliotMark Huppin,"Three longtime pals live in San Francisco: Darin is married to Natalie, but their family life is too still and Darin is not happy about it, Matt is ladies' magnet but tired of it, trying to get something stable from his relationships, and goofy Kevin doesn't have any success with women at all. Darin starts an affair with his friend's wife Maxine and Matt falls deeply ... Read all",Nothing Sacred,tt0119806,Comedy
6.7,Desconocido,David Mamet,A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.,State and Main,tt0120202,Comedy
6.0,Desconocido,David Ciminello,"Bruno is a unique young boy genius, whose expression of his own individuality leads his family and community along an emotional journey.",Bruno,tt0123003,Comedy
7.5,DirectorRoy AnderssonWriterRoy AnderssonStarsLars NordhStefan LarssonBengt C.W. Carlsson,Roy Andersson,"Where are we humans going? A film poem inspired by the Peruvian poet César Vallejo. We meet people in the city. People trying to communicate, searching compassion and get the connection of small and large things.",Sånger från andra våningen,tt0120263,Comedy
3.8,DirectorRodney McDonaldWriterKaren KellyStarsSean DonnellyMargo HarshmanRich Mann,Karen Kelly,"Young elf Elmer wants to become a real boy. He steals Santa's sleigh and escapes to the real world, where he meets a young girl who needs a heart transplant.",The Elf Who Didn't Believe,tt0123055,Comedy
