Puntuación,Dirección,Guionista,Argumento,Nombre de la película,ID de la película,Genero
7.1,Desconocido,Peter LordNick ParkKarey Kirkpatrick,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",Chicken Run,tt0120630,Comedy
6.4,Desconocido,Steven RogersJames Mangold,An English Duke from 1876 is inadvertently dragged to modern day New York where he falls for a plucky advertising executive.,Kate & Leopold,tt0035423,Comedy
5.1,DirectorGilberto Martínez SolaresWritersGilberto Martínez SolaresAdolfo Martínez SolaresStarsAlfonso ZayasAngélica ChainLuis de Alba,Gilberto Martínez SolaresAdolfo Martínez Solares,"The continuing sexy adventures of the construction lovers. this time around main stars Juan and Beatriz are now married but Juan can't change his 'dirty-dog"" ways and Beatriz discovers she has a twin sister.",El día de los albañiles 2,tt0089067,Comedy
4.9,Desconocido,Rogan Russell Marshall,An amnesiac awakens in an asylum for the criminally insane and must find answers as those around him die one by one.,Horror in the Attic,tt0118652,Comedy
4.9,DirectorPhilippe MoraWriterMichael Cole DinelliStarsJohn SavageJames WilderJoanne Baron,Michael Cole Dinelli,"A down-on-his-luck film director sets fire to his home so he can collect the insurance money and fund his new movie. But crime apparently does pay, because once the rumor mill gets wind of his plans, everyone suddenly wants a slice of his new project's pie.",Burning Down the House,tt0123581,Comedy
5.4,DirectorBrett MayerWriterBrett MayerStarsLillo BrancatoJustina MachadoKeith Brunsmann,Brett Mayer,"Sticks is an off-beat noir comedy about a smugglar of Cuban cigars who gets involved, and ultimately falls in love, with a Cuban revolutionary who's in the U.S. trading cigars for guns. The two join forces to sell a large (stolen) shipment of Castro's private label cigar, the famed ""El Mariposa"", and suddenly they find themselves enmeshed in the seedy underbelly of a ... Read all",Sticks,tt0124889,Comedy
6.2,Desconocido,Robert DunnPaul GuayStephen Mazur,A mother and daughter con team seduce and scam wealthy men.,Heartbreakers,tt0125022,Comedy
7.9,Desconocido,William SteigTed ElliottTerry Rossio,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",Shrek,tt0126029,Comedy
6.2,Desconocido,Lowell CunninghamRobert GordonBarry Fanaro,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,Men in Black II,tt0120912,Comedy
5.2,Desconocido,Tane McClureGary Dean OronaTyke Caravelli,"Trapped in a lover's triangle of lust, greed, and betrayal we follow one woman's journey to discover her true self... Magic, where everything is an Illusion... and nothing is as it seems.",Trance,tt0120870,Comedy
2.6,DirectorChris ClaridgeWriterChris ClaridgeStarsThomas Wilson BrownBernie CoulsonChris Moore,Chris Claridge,,Flophouse,tt0128216,Comedy
5.6,DirectorJeffrey W. ByrdWritersJeffrey W. ByrdEric GeorgeStarsRobin GivensRichard T. JonesSalli Richardson-Whitfield,Jeffrey W. ByrdEric George,"A mockumentary following unrelated stories of three LA bachelors (Eric K. George, Anthony Treach Criss, and Richard T.",Book of Love: The Definitive Reason Why Men Are Dogs,tt0156376,Comedy
5.2,Desconocido,Rob HeddenAndy HeddenJ. David Stem,A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.,Clockstoppers,tt0157472,Comedy
5.2,Desconocido,Margaret SachsWilliam Sachs,"Max is a lonely, recently orphaned young boy who is frequently bullied by his classmates. One night after accepting a dare, Max wanders into a mysterious mansion, where he meets the Great Zamboni, an eccentric magician.",Spooky House,tt0160905,Comedy
7.8,DirectorRichard CalibanWritersRichard CalibanWill SchefferStarsJodie MarkellBarry Del ShermanSean Runnette,Richard CalibanWill Scheffer,A man tríes to stop his troubled wife's destructive behavior.,Easter,tt0160240,Comedy
6.3,Desconocido,Desconocido,"Four friends - one summer - an Italian-American neighborhood in Yonkers, NY. Anna must make a decision about honoring her father's wishes to go to Italy and learn about her heritage, while her three friends each search for the perfect relationship...",Remembering Mario,tt0117461,Comedy
4.9,DirectorMichael DeLuiseWriterPeter DeLuiseStarsPeter DeLuiseLisa RotondiMarco Sanchez,Peter DeLuise,"Hollywood. An actor and an actress fake a relationship for the publicity in this movie within a movie, only ""cut"" could be called at anytime! Is it live or is it ""Memorex""?! A romantic comedy where entertainment shows are spoofed: Divine intervention suggested and true love is realized with the passing of gas!",Between the Sheets,tt0120607,Comedy
4.1,DirectorTony LukeWriterAlan GrantStarsSeera BackhouseDoug BradleyAlex Cox,Alan Grant,"After a civil war in Hell, Lucifer has been defeated and the Key to Hell is in Lord Desecrater's grasp. However, the rebellious Dominator has his own thoughts and keeps the Key to Hell away from Lord Desecrater and is forced to fight off his forces including three other demons - Decimator, Extricator and Lady Violator. While on Earth, undertaker and exocrist Dr. Payne... Read all",Dominator,tt0135991,Comedy
6.3,Desconocido,Robert RamseyMatthew StoneJohn Romano,"Miles, a high-profile divorce lawyer, wins a case for his rich but adulterous client Rex Rexroth. But Rex's ex-wife, Marylin, who is no saint and is a gold-digger, plots to take revenge on Miles.",Intolerable Cruelty,tt0138524,Comedy
3.3,Desconocido,David Pasquesi,"In this comedy about Hollywood, Sarah thinks making a movie is easy. With the guidance of her screenwriter uncle, she goes on a wild journey into the world of Hollywood where she meets crazy studio execs, insane producers and a gangster who agrees to finance her film - for a price...",Nobody Knows Anything!,tt0142634,Comedy
3.9,DirectorAndrew WarrenWriterAndrew WarrenStarsMalindi FickleAlice FrankVani Kovitch,Andrew Warren,"Four Catholic school girls face killer nuns, gangsta Jews and giant lobsters.",St. Andrew's Girls,tt0156100,Comedy
6.7,Desconocido,John Logan,The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.,Sinbad: Legend of the Seven Seas,tt0165982,Comedy
6.6,Desconocido,George GalloMarianne WibberleyCormac Wibberley,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,Bad Boys II,tt0172156,Comedy
8.0,DirectorsSteve AshleeValerie SilverWriterValerie SilverStarsShawn David ThompsonAmelia BarrettMorris Day,Valerie Silver,,West from North Goes South,tt0108549,Comedy
5.2,DirectorTrace SlobotkinWritersDave GistTrace SlobotkinStarsThomas Haden ChurchJustin UrichLisa Loeb,Dave GistTrace Slobotkin,"When a disgruntled high school senior gets hassled for his lack of ambition, he decides to devote his energy into becoming a serial killer. He starts out small until he meets the girl of his dreams who wants to be his first victim.",Serial Killer,tt0122247,Comedy
4.3,DirectorJonathan FrakesWritersGerry AndersonSylvia AndersonPeter HewittStarsBill PaxtonAnthony EdwardsBen Kingsley,Gerry AndersonSylvia AndersonPeter Hewitt,"When The Hood finds and invades International Rescue's secret base and traps most of the Tracy family, only young Alan Tracy and his friends can save the day.",Thunderbirds,tt0167456,Comedy
7.5,Desconocido,Desconocido,"This bittersweet romantic comedy explores love, loyalty, success and friendship with an ensemble cast of dreamers and cynics on the eve of their friends' wedding. Harold, the most sensitive and level-headed of his friends, is in love with his best friend's girl. Complicating matters is the fact that he will be the best man at their wedding the next day, the Groom is m... Read all",A Night at Sophie's,tt0169084,Comedy
6.6,DirectorAnno SaulWritersFatih AkinRuth TomaJan BergerStarsDenis MoschittoNora TschirnerEmanuel Bettencourt,Fatih AkinRuth TomaJan Berger,"In Hamburg, Ibrahim ""Ibo"" Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now he makes commercials for his uncle's kebab restaurant. When Titzie, Ibo's aspiring-actress girlfriend, finds out that she's pregnant, Ibo's uncertainty about fatherhood is compounded by his own father's disowning him for getting a German girl pregnant--so Titz... Read all",Kebab Connection,tt0177882,Comedy
3.5,DirectorsPankaj ParasharJaidev ChakrabortyS.M. IqbalStarsAkshay KumarSrideviGulshan Grover,Akshay KumarSrideviGulshan Grover,Ajay gets married to his childhood friend Durga; who is illiterate unable to differentiate between the style of these days and that of long time ago. When Ajay is given the post as police inspector he re-locates to Bombay and later on encourages Durga to move into there new home. In this new environment Durga will meet with some women who are subjected to injustice by... Read all,Meri Biwi Ka Jawab Nahin,tt0187279,Comedy
8.6,DirectorSean HanishWritersJed DavisMorgan SimpsonStarsMorgan SimpsonJed DavisHeather Simpson,Jed DavisMorgan Simpson,"Mike Lesley and Jeff Smith are turning 30 and believe their care-free days are about to be over. Mike is the likeable slacker of the two. He is a substitute teacher who works well with kids, but would rather live on the golf course than be working. This infuriates his scheming long-time girlfriend, Cathy, and his banker father, Jack. They both want Mike to become a ba... Read all",29 and Holding,tt0198013,Comedy
7.2,DirectorPhilip DolinWriterPhilip DolinStarsDanny ClearyPeter FriedrichJoey Golden,Philip Dolin,"Released contemporaneously with Torque, this film explores themes of latent sexuality, childhood trauma, and bees. Cold, calculating, corrupt career cop Crazy Cave Man finds frequent fornicator Prof. Friend ferociously fellating furries.",B Movie,tt0220322,Comedy
5.2,DirectorsWayne BerwickTed NewsomWriterTed NewsomStarsKenneth TobeyBrinke StevensR.G. Wilson,Ted Newsom,"A brain-dead sheriff, a stolid secret agent and a sexy scientist team with a grumpy retired monster fighter to battle a 60 foot, three-eyed cross between man and dinosaur.",The Naked Monster,tt0088751,Comedy
Desconocido,DirectorErnie Gehr,Desconocido,"Bert is a bored taxi driver by day and a limo driver by night. One night, after driving his rich and glamorous clients to all the hottest nightclubs in New York City, Ernie finds an abandon VW down by the river. He has it towed to his garage when he spends the next seven years working on it, developing a bond with the vehicle, which he names ""Herbstina"". One night, so... Read all",Three,tt0159790,Comedy
4.8,Desconocido,Scott Edmund LaneMark Pietri,"George Burns is no happy angel. Heaven is ""non-smoking"", but most importantly, he can't reunite with his wife Gracie.",Angels with Angles,tt0179803,Comedy
5.6,Desconocido,Jane Walker WoodSteven MannersGary Sinyor,Tom Green stars as a bumbling buffoon who lands at Butlering after working his way through all other 'A' and 'B' jobs.,Bob the Butler,tt0216584,Comedy
3.7,Desconocido,Paul FleischmanRobert LoCashAndrew Lane,"Three snobbish high school girls prematurely age brought on from a curse, a drug (or something) after the arrival of new transfer student whom they believe is connected to a murder they committed a year earlier. A fate worse than death.",Bad Girls from Valley High,tt0216746,Comedy
4.5,DirectorChris HallWritersEric SwelstadIra HefflerAri SchlossbergStarsBrad HuntHarland WilliamsLauren Graham,Eric SwelstadIra HefflerAri Schlossberg,A man revisits the previous significant girlfriends in his life in order to win over the girl of his dreams.,Lucky 13,tt0222167,Comedy
6.6,Desconocido,Desconocido,"In this experimental update of Jack and the Beanstalk (ital), a streetwise pot dealer is catapulted on a mystical adventure when he trades his father's gold watch for a pair of psychotropic seeds.",Slipdream,tt0226851,Comedy
4.8,DirectorJohn RoeckerWriterJohn RoeckerStarsNick 13Billie Joe ArmstrongTim Armstrong,John Roecker,"In a distant future, a cult forms around the Manson Family, when Charles Manson is mistaken for the messiah. Meanwhile, in 1969, Manson convinces his followers to murder Sharon Tate.",Live Freaky Die Freaky,tt0197633,Comedy
2.2,Desconocido,Donna Wheeler,"Top-ranking RubberTubber saleswoman Agatha J. Ruby was brutally beaten and shot on her morning jog by an unknown assailant. Over six thousand dollars worth of her best plastic storage ware was stolen from her trunk. Nearly all 200 residents in her hometown of Mametville, Washington knew her personally. All were named as suspects. See if you can figure out her killer.",Death of a Saleswoman,tt0204250,Comedy
5.2,Desconocido,Harry BasilLeslie GreifRay Cooney,"When Henry Perkins accidentally trades his briefcase with a man, he finds five million dollars inside. However, the cash draws in Mr. Big, who wants to reclaim his money.",Funny Money,tt0244521,Comedy
4.3,Desconocido,Richard Vetere,"A self-proclaimed dating expert tries to get his best friend, who lost his wife two years earlier, back into the dating scene, with disastrous results.",How to Go Out on a Date in Queens,tt0270417,Comedy
5.4,DirectorSheri HellardWriterRobin MackenzieStarsSally KirklandSheri HellardHeidi Marnhout,Robin Mackenzie,"Follows a day in the lives of three generations of women. Priscilla, her mother (Nana), and her daughter, Wendy, spend the day sipping gin, arguing and being chased by a police officer. Priscilla has a lump in her breast which may or may not be cancerous. Her husband is distracted and unappreciative. She is depressed, an unseen artist, whose mother is always nagging h... Read all",Mothers and Daughters,tt0275258,Comedy
4.3,Desconocido,Michael LachLori O'BrienKyle Southam,"Ozzie (Steven Kynman) is a young koala living in Australia. He is kidnapped by two goons, Buzz Maroni (Peter Rowley) and Tank Emerson (Ralf Moeller), who work for Max Happy (Dame Joan Collins), President of Happy Toys. Legend says that Ozzie speaks English and Max wants to clone Ozzie into hundreds of koalas and sell them for a fortune as talking pets. Buzz and Tank ""... Read all",Ozzie,tt0280000,Comedy
7.3,Desconocido,Bohumil HrabalJirí Menzel,A look at the glamorous life at an old-world Prague hotel.,Obsluhoval jsem anglického krále,tt0284363,Comedy
4.3,Desconocido,Keith Spiegel,A deranged fan goes on a mission to kidnap the former cast of a 1970s kids superhero show in order to produce his own episode.,The Junior Defenders,tt0119231,Comedy
5.3,Desconocido,Judy Hecht DumontetJulius RobinsonMitchell Leib,"Isidor's Tortilla Heaven is the best restaurant in the world, but has few customers and makes little money in a small town. During Mass one Sunday he is blessed with a miracle: the face of Jesus appears on one of his tortillas.",Tortilla Heaven,tt0227671,Comedy
2.8,DirectorJonathan FiggWriterJonathan FiggStarsJohn TindallJoachim WieseJoey Fatone,Jonathan Figg,"This outrageously hysterical urban comedy follows the lives and crimes of two wannabe white boys as they try to break into the world of hardcore ""gangsta"" rap.",The Bros.,tt0275236,Comedy
6.2,Desconocido,Jeff NathansonRoss LaManna,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.",Rush Hour 3,tt0293564,Comedy
6.1,DirectorJames BrunerWritersJames BrunerElizabeth StevensStarsJennifer FarleyElizabeth StevensGracemarie Serafina,James BrunerElizabeth Stevens,Five struggling actresses suddenly find themselves a big hit on a hidden camera internet site,Hollywood Dot Com,tt0294654,Comedy
5.8,DirectorJ.K. AmalouWriterJ.K. AmalouStarsJames DohertyIsabel BrookStuart Laing,J.K. Amalou,"Hugo was once a happily married man living an idyllic life. But the arrival of a nemesis from the past is the catalyst for his transformation to Soho drag artist as the weekend descends into a riot of strippers, gypsies, thieves and murder.",The Man Who Would Be Queen,tt0300007,Comedy
4.9,Desconocido,Willard Carroll,Ali Larter plays an American actress who becomes immersed in the Bollywood film world.,Marigold,tt0329354,Comedy
5.8,DirectorTodd LivingstonWritersNicholas CapetanakisTodd LivingstonStarsCasidee RileySommer FainZak Kreiter,Nicholas CapetanakisTodd Livingston,Four college students stumble across an occult website and accidentally release a demon that is imprisoned there. Hilarity ensues.,"So, You've Downloaded a Demon",tt0348062,Comedy
6.4,DirectorJunji SakamotoWritersJunji SakamotoToshiaki ToyodaStarsTetta SugimotoTomoko YamaguchiRyûtarô Gan,Junji SakamotoToshiaki Toyoda,"The main hero of this movie is the spirit of the once very popular wooden statuette called Billiken. It is the view of the small gods pointed heads, fat belly and characteristic smile. When the casket in which the statuette was found broken, the spirit suddenly Billikena is exempt. Tries to fulfill the wishes of all who had prayed, but how it works on its specific way... Read all",Biriken,tt0115686,Comedy
Desconocido,Desconocido,Desconocido,"Poet and pundit Andrei Codrescu (Road Scholar 1992) is once again taking the pulse of America, trading his Cadillac convertible for a variety of water craft as he explores, with typical Codrescu wit, wisdom and piercing insight, the entire length of the Mississippi River, accompanied by that most American of musical genres, the Blues.",Big River Blues,tt0340020,Comedy
4.3,Desconocido,Patrick J. CowanCarl DreamJennifer Jones-Mitchell,"Delgo, an adventurous but naive teenager, must rally his group of friends to protect their world from conflict between the Lockni and Nohrin people.",Delgo,tt0361500,Comedy
6.8,Desconocido,Derick MartiniSteven Martini,A family unit begins to bow under the pressure of a failing marriage.,Lymelife,tt0363780,Comedy
5.7,Desconocido,Matt AllenCaleb WilsonJon Lucas,A couple struggles to visit all four of their divorced parents on Christmas.,Anywhere But Home,tt0369436,Comedy
6.0,DirectorAlejandro BasileStarsSalvatore BasileIra FrontenCarmenza Gómez,Salvatore BasileIra FrontenCarmenza Gómez,,El reino de los cielos,tt0288190,Comedy
5.4,Desconocido,Uli BréeZoltan Paul,"A comedy about relationships. A just-divorced couple, the wife's lover; a convicted criminal, his pregnant wife and his best friend; the economy minister and his secret lover; all parties are under stress in a hostage situation and surrounded by uncoordinated police troops.",Unter Strom,tt0304876,Comedy
5.3,DirectorPeter Van LengenWritersTalina TinocoPeter Van LengenStarsMarko ZarorHugo StiglitzSusana González,Talina TinocoPeter Van Lengen,"After finding his grandfather's Shaolin medallion, Braulio gets mixed up with Mexican gangsters whom end his peace, he'll handle this mess the old fashioned way - Yet his greatest rival is also the deadliest Kung Fu beauty in all of China.",Chinango,tt0312958,Comedy
5.8,DirectorÁngel de la CruzWriterÁngel de la CruzStarsChete LeraNeus AsensiManuel Manquiña,Ángel de la Cruz,,Los muertos van deprisa,tt0353765,Comedy
5.1,DirectorsKris ArnoldDan De LucaWritersDan De LucaKris ArnoldStarsDan De LucaKris ArnoldNatalie Diorio,Dan De LucaKris Arnold,"Slacker Dino Rado, and his uptight partner, Steven Scheere made a bad investment. They borrowed money to fund a ""B"" movie that flopped big time and now the Jamaican Mob wants it's money back. As a last resort they steal and idea from a screenplay to cast unsuspecting actors to pull off a real heist. Their plan is flawless, until they put it into action. Dino and Steve... Read all",Two-Minute Heist,tt0365873,Comedy
6.2,Desconocido,Osamu TezukaDavid BowersTimothy Harris,"When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him the greatest hero of his time.",Astro Boy,tt0375568,Comedy
5.8,Desconocido,Jerome Elston Scott,"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the i... Read all",Anderson's Cross,tt0393049,Comedy
7.7,Desconocido,Dan FogelmanJacob GrimmWilhelm Grimm,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Rapunzel,tt0398286,Comedy
4.0,Desconocido,Eddie Guerra,"When three Vegas buddies attempt the score of a lifetime, they have to walk a fine line between their girlfriends who want their heads, and the mobsters who want them dead.",Venus & Vegas,tt0423474,Comedy
5.9,Desconocido,David GuionMichael HandelmanFrancis Veber,"After he finds out that his work superiors host a dinner celebrating the idiocy of their special guests, a rising executive questions the merits of his invitation just as he befriends a man who would be the perfect guest.",Dinner for Schmucks,tt0427152,Comedy
8.3,Desconocido,John LasseterAndrew StantonLee Unkrich,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Toy Story 3,tt0435761,Comedy
3.9,DirectorMichael BoothWriterJonathan WilliamsStarsJoe O'ByrnePaul BirtwistleDonna Henry,Jonathan Williams,"Frustrated filmmaker, Barry Lick, and a crew of film school wannabees, attempt to make a documentary about a local businessman who he believes is involved in property rackets, prostitution, pornography and drugs.",Diary of a Bad Lad,tt0449005,Comedy
7.6,Desconocido,Michael BacallEdgar WrightBryan Lee O'Malley,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Scott Pilgrim vs. the World,tt0446029,Comedy
5.9,Desconocido,Andy RileyKevin CecilMark Burton,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?",Gnomeo & Juliet,tt0377981,Comedy
6.4,DirectorA.D. LianoWritersGreg BoydA.D. LianoStarsPeter AbrahamRebecca FrieseNatalie James,Greg BoydA.D. Liano,,Seven Fallen Objects,tt0407194,Comedy
4.5,Desconocido,Christopher OlnessHamilton von Watts,"A washed up Vegas lounge singer, Jack Satin (Hamilton von Watts), has no money, no job, and delusional aspirations of fame. When Jack is forced to leave Vegas, he packs up his old Cadillac and hits the road for Atlantic City. But his car dies in the desert and Jack is left stranded in the small town of Lost Springs. There, Jack meets jazz legend turned mechanic, Doc B... Read all",Satin,tt0433397,Comedy
6.6,Desconocido,Tom WheelerBrian LynchWilliam Davies,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",Puss in Boots,tt0448694,Comedy
6.7,Desconocido,Djina GinzburgVictor GinzburgViktor Pelevin,A chronicle of the rise of the advertising industry in Post-Soviet Russia.,Generation P,tt0459748,Comedy
5.9,Desconocido,Francisco Payó GonzálezBeto Gómez,A Mexican crime lord is forced by his mother to plan a suicidal rescue mission to find his lost brother in the most unexpected place on Earth...,Salvando al Soldado Pérez,tt0461336,Comedy
Desconocido,DirectorsClody CatesGerard MoggGerry MoggWritersGerard MoggGerry MoggStarsClody CatesFiona CheungLaura Jane Coles,Gerard MoggGerry Mogg,"A writer's mid-life crisis erupts while writing about the BDSM community. As he stumbles through this intriguing world, he realizes that sometimes reality and fantasy collide.",Silent Alarm,tt0462536,Comedy
1.3,Desconocido,Lawrence KasanoffJoshua WexlerBrent Friedman,The evil Brand X joins a supermarket that becomes a city after closing time.,Foodfight!,tt0249516,Comedy
3.6,DirectorTony VitaleWriterTony VitaleStarsDarren GeareR.J. KnollChristopher Walken,Tony Vitale,"Darren Fields (Darren Geare) gets stood up on the day of his wedding and uses his vacation tickets with his best friend, R.J. (R.J. Knoll), to spend his ""honeymoon"" at a Club Med-style resort.",Life's a Beach,tt0285252,Comedy
5.1,Desconocido,Mike CerroneBobby FarrellyPeter Farrelly,"While trying to save their childhood orphanage, Moe, Larry, and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",The Three Stooges,tt0383010,Comedy
5.7,Desconocido,Joel CoenEthan CoenSidney Carroll,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",Gambit,tt0404978,Comedy
5.3,DirectorAndrucha WaddingtonWritersAndrucha WaddingtonMarcelo VindicatoRafael DragaudStarsMarcelo AdnetEduardo SterblitchMariana Ximenes,Andrucha WaddingtonMarcelo VindicatoRafael Dragaud,Marcos and Beto meet when crashing a private New Year's Eve party and subsequently go on a three-day adventure.,Os Penetras,tt0452664,Comedy
Desconocido,DirectorRebecca HeckWriterAndy CannistraStarsShane PatrickSamantha RaddockChris Grabher,Andy Cannistra,"Rowan Vittles is an average American Teenager with a problem: his family is hooked on eating people! With the help of best friend Seth, and girlfriend Rellie, Rowan tries to detox off his Mom's high protein diet and escape the family 'business', but falls prey to the town Mortician, Mr. Ghoulden, who has other plans for Rowan...",Persona Au Gratin,tt0475360,Comedy
6.3,DirectorCarsten FiebelerWritersJens-Frederik OttoElke WeigeltStarsUwe SteimleJulia RichterIna Paule Klink,Jens-Frederik OttoElke Weigelt,"One evening in the mid-sixties, Rolf Anschütz, a chef who runs a small restaurant in a town called Suhl in the middle of the East German province of Thuringen offers his guests a unique and exotic meal - Japanese Sukiyaki. It was intent to be a surprise for some of his best customers and it became a great success. Even the local paper wrote about it - and this should ... Read all",Sushi in Suhl,tt0485521,Comedy
5.9,Desconocido,Steve Koren,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.",A Thousand Words,tt0763831,Comedy
6.8,DirectorJason BunchWriterJason BunchStarsAngie EverhartDennis RodmanPat Morita,Jason Bunch,"Sketch comedy in the tradition of ""Kentucky Fried Movie"". Several TV commercial and movie parodies, sex, politics and crazy-humor sketches.",Blunt Movie,tt0452183,Comedy
6.9,Desconocido,Neil GibbonsRob GibbonsSteve Coogan,"When famous DJ Alan Partridge's radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",Alan Partridge: Alpha Papa,tt0469021,Comedy
7.1,Desconocido,Kirk DeMiccoChris SandersJohn Cleese,"In the primeval era, Grug and his family risk the dangers of their surroundings to find a new dwelling place. Along the way, they meet a modern boy who woos them with his adventurous ways.",The Croods,tt0481499,Comedy
4.9,Desconocido,Thomas Farone,A dark comedy about one man's overreaction! Roma's (Anthony Michael Hall) perfect life unravels when his foreman goes missing and he chooses to fire the wrong guy.,Aftermath,tt0490075,Comedy
5.9,Desconocido,Jonathan GoldsteinJohn Francis DaleyChad Kultgen,"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.",The Incredible Burt Wonderstone,tt0790628,Comedy
5.6,Desconocido,Phil HayMatt ManfrediDavid Dobkin,"In the afterlife, Nick Walker, a detective who used to work for the Boston Police Department, is hired by a director of a group of deceased police officers to fight against the renegade ghosts.",R.I.P.D.,tt0790736,Comedy
5.5,DirectorArturo CarballoStarsJosé López AlonsoJuan BelmonteMaría Caballé,José López AlonsoJuan BelmonteMaría Caballé,"Film based on variety shows of the 20s 'Arco Iris', 'La feria de las hermosas', and 'Las maravillosas', all of them created by Eulogio Velasco.",Frivolinas,tt0016906,Comedy
3.3,Desconocido,Cat Ling,"Windy Yee is a dimwitted actress desperately tries to land a big role in Director Martini's new movie, Hooker X.",Rice Girl,tt0329539,Comedy
6.4,Desconocido,John StockwellMark Binelli,An eighteen year old high school drop out and his twenty-seven year old friend start trafficking marijuana across the border of Canada in order to make money and their lives are changed forever.,Kid Cannabis,tt0780548,Comedy
6.8,Desconocido,Irena BrignullAdam PavaAlan Snow,A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.,The Boxtrolls,tt0787474,Comedy
